Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
2023,"Gerrit Cole","NYY",15,4,0,33,33,209,9.559808612440191,2.0669856459330145,0.861244019138756,0.26145038167938933,0.80434783,0.396296296,0.094339622,96.83374783737024,2.626794258373206,,3.1641312685879797,3.597196205609153,5.388150691986084,"Gerrit Cole",13125,543037
2021,"Max Scherzer","- - -",15,4,0,30,30,179.1,11.843866506920188,1.8066915010556217,1.154275125674425,0.24742268041237114,0.84337349,0.334975369,0.117346938,94.45431708999239,2.4591078764368186,,2.9748668306863415,3.2359168946594545,5.36945652961731,"Max Scherzer",3137,453286
2023,"Sonny Gray","MIN",8,8,0,32,32,184,8.951086956521738,2.6902173913043477,0.391304347826087,0.2948207171314741,0.76773567,0.473267326,0.051948051,92.84131493506493,2.7880434782608696,,2.825692533410114,3.6442586753031483,5.3657965660095215,"Sonny Gray",12768,543243
2019,"Zack Greinke","- - -",18,5,0,33,33,208.2,8.065494421280013,1.2939295863016063,0.9057507104111244,0.2711267605633803,0.75723831,0.451724137,0.109375,89.92510828602192,2.932907062283641,,3.218801807509125,3.740818670358462,5.338922500610352,"Zack Greinke",1943,425844
2018,"Carlos Carrasco","CLE",17,10,0,32,30,192,10.828124892432244,2.0156249799765646,0.9843749902211131,0.3146997929606625,0.74766355,0.468,0.13125,93.8417216709682,3.3749999664723878,,2.9416815779482324,2.896152493499508,5.202999904751778,"Carlos Carrasco",6632,471911
2021,"Gerrit Cole","NYY",16,8,0,30,30,181.1,12.060662102998343,2.034926527666387,1.1911765039998363,0.30528846153846156,0.77930175,0.430523917,0.13483146,97.78803863960114,3.2261030316662236,,2.9218723508004087,2.933213115086212,5.18988561630249,"Gerrit Cole",13125,543037
2023,"Zac Gallen","ARI",17,9,0,34,34,210,9.428571428571429,2.0142857142857142,0.9428571428571428,0.3007246376811594,0.73135755,0.417832167,0.109452736,93.51585605360444,3.4714285714285715,,3.26456416902088,3.485153228754089,5.169271469116211,"Zac Gallen",19291,668678
2019,"Lucas Giolito","CHW",14,9,0,29,29,176.2,11.615094005222133,2.9037735013055332,1.2226414742339087,0.2729591836734694,0.77651515,0.359903381,0.13559322,94.38172250162232,3.413207448902995,,3.4347641863335743,3.661685544549848,5.161978721618652,"Lucas Giolito",15474,608337
2023,"Kevin Gausman","TOR",12,9,0,31,31,185,11.52972972972973,2.675675675675676,0.9243243243243243,0.3207126948775056,0.76646091,0.426406926,0.107344632,94.64582331730769,3.1621621621621623,,2.968553873010584,3.21527419976286,5.148777008056641,"Kevin Gausman",14107,592332
2019,"Walker Buehler","LAD",14,4,0,30,30,182.1,10.612431740279447,1.826325462280649,0.9872029525841346,0.2903930131004367,0.71005917,0.426751592,0.121951219,96.67533222591362,3.257769743527644,,3.0055999634958015,3.3688345146173977,5.1241254806518555,"Walker Buehler",19374,621111
2021,"Julio Urías","LAD",20,3,0,32,32,185.2,9.452424216274855,1.8420108729151001,0.9210054364575501,0.2716049382716049,0.76151122,0.401622718,0.093596059,94.03672859525574,2.956912190732134,,3.1269461488316,3.7256832284807886,5.042324542999268,"Julio Urias",14765,628711
2021,"Carlos Rodón","CHW",13,5,0,24,24,132.2,12.550250775121535,2.4422109616452716,0.8819095139274592,0.2671232876712329,0.82191781,0.376666666,0.096296296,95.39646337365592,2.3743717682662364,,2.649933639894437,3.171457894443794,4.951787948608398,"Carlos Rodon",16137,607074
2019,"Hyun Jin Ryu","LAD",14,5,0,29,29,182.2,8.031021003330983,1.1824816201223531,0.8375911475866669,0.27766990291262134,0.82216809,0.503875968,0.129770992,90.87171283309958,2.3156931727396084,,3.099045984862779,3.315757478258041,4.946580410003662,"Hyun Jin Ryu",14444,547943
2022,"Max Fried","ATL",14,7,0,30,30,185.1,8.25539591001321,1.5539568771789571,0.5827338289421089,0.2796116504854369,0.78196347,0.511538461,0.077922077,93.98086240310077,2.476618773003963,,2.7023590479632054,3.090723563349386,4.913804531097412,"Max Fried",13743,608331
2023,"Logan Webb","SFG",11,13,0,33,33,216,8.083333333333334,1.2916666666666667,0.8333333333333334,0.3016666666666667,0.73684211,0.621138211,0.153846153,92.66995644358407,3.25,,3.162447766904478,2.9538168780781606,4.9122819900512695,"Logan Webb",17995,657277
2021,"Jacob deGrom","NYM",7,2,0,15,15,92,14.282608695652174,1.076086956521739,0.5869565217391305,0.2125,0.87155963,0.439759036,0.09375,99.09147043201133,1.076086956521739,,1.235251513771389,1.6148077757462214,4.893188953399658,"Jacob deGrom",10954,594798
2023,"Zach Eflin","TBR",16,8,0,31,31,177.2,9.42213856703485,1.215759815101271,0.9624765202885062,0.2951167728237792,0.73232323,0.497925311,0.11728395,93.10002156047078,3.495309468416154,,3.0073855823468114,3.124700686717677,4.882145881652832,"Zach Eflin",13774,621107
2024,"Cole Ragans","KCR",11,9,0,32,32,186.1,10.771019972008446,3.236136045401641,0.724508069866039,0.29046563192904656,0.74747475,0.407407407,0.080645161,95.54908834226646,3.1395349694195023,,2.9947445320993267,3.457536477955223,4.880326747894287,"Cole Ragans",21846,666142
2022,"Spencer Strider","ATL",11,5,0,31,20,131.2,13.80759560344047,3.0759495156179266,0.4784810357627886,0.2915129151291513,0.74074074,0.402877697,0.067961165,98.12025358606557,2.6658229135355365,,1.8288866358868392,2.295808546593041,4.862882673740387,"Spencer Strider",27498,675911
2021,"Kevin Gausman","SFG",14,6,0,33,33,192,10.640625,2.34375,0.9375,0.2742616033755274,0.78409091,0.418556701,0.11299435,94.7310211489899,2.8125,,3.003367455800375,3.275722124582778,4.804707050323486,"Kevin Gausman",14107,592332
2023,"Justin Steele","CHC",16,5,0,30,30,173.1,9.138461806618963,1.8692308240811517,0.7269230982537812,0.3167701863354037,0.73004202,0.493877551,0.098591549,,3.063461628355221,,3.0185018910176655,3.3229785291497724,4.775646686553955,"Justin Steele",17312,657006
2022,"Shane Bieber","CLE",13,8,0,31,31,200,8.91,1.62,0.81,0.28677839851024206,0.75757576,0.481818181,0.104046242,91.515490981332,2.88,,2.872431001663208,2.9829505360871553,4.770597457885742,"Shane Bieber",19427,669456
2024,"Dylan Cease","SDP",14,11,0,33,33,189.1,10.64788760998921,3.0897888153986544,0.8556338258027043,0.26269315673289184,0.6935123,0.397849462,0.091370558,96.92338346541787,3.470070515755412,,3.0978178046142695,3.4351364194456018,4.761360168457031,"Dylan Cease",18525,656302
2021,"Brandon Woodruff","MIL",9,10,0,30,30,179.1,10.589219631187117,2.1579926262608815,0.9033457505278109,0.26107226107226106,0.81395349,0.414578587,0.126760563,96.54533415511727,2.559479626495464,,2.9581382056765673,3.0503654683793817,4.746328353881836,"Brandon Woodruff",16162,605540
2018,"Blake Snell","TBR",21,5,0,31,31,180.2,11.009225712130823,3.1881920614315504,0.7970480153578876,0.24120603015075376,0.87968952,0.447432762,0.10738255,95.95729722963952,1.892989036474983,,2.9445644049490522,3.1553982708037283,4.744420528411865,"Blake Snell",13543,605483
2024,"Seth Lugo","KCR",16,9,0,33,33,206.2,7.882258452495868,2.090322683534816,0.6967742278449386,0.2766323024054983,0.75141777,0.441624365,0.073732718,92.34196428571428,3.004838857581298,,3.2487378468548225,3.8298950890902206,4.706625938415527,"Seth Lugo",12447,607625
2019,"Patrick Corbin","WSN",14,7,0,33,33,202,10.603960396039604,3.118811881188119,1.0693069306930694,0.29,0.77255278,0.495126705,0.143712574,92.00770625,3.2524752475247523,,3.486286703430781,3.5862737444515282,4.689886569976807,"Patrick Corbin",9323,571578
2024,"Cristopher Sánchez","PHI",11,9,0,31,31,181.2,7.579816938197533,2.179816635821513,0.5449541589553782,0.3131868131868132,0.71225071,0.573770491,0.093220338,,3.319266240910031,,2.995837566899727,3.1907934967201372,4.686849594116211,"Cristopher Sanchez",20778,650911
2019,"Jack Flaherty","STL",11,8,0,33,33,196.1,10.589133576986908,2.521222280234978,1.1460101273795356,0.2422907488986784,0.83333333,0.395348837,0.138121546,94.49812286689419,2.7504243057108853,,3.463585014559552,3.642088899878911,4.661951541900635,"Jack Flaherty",17479,656427
2024,"Garrett Crochet","CHW",6,12,0,32,32,146,12.883561643835616,2.0342465753424657,1.1095890410958904,0.3181818181818182,0.73637703,0.450867052,0.144,97.27986666341654,3.5753424657534247,,2.6870277234952744,2.378815742520845,4.653275489807129,"Garrett Crochet",27463,676979
2019,"Zack Wheeler","NYM",11,8,0,31,31,195.1,8.98464187217535,2.3037543261988076,1.0136519035274754,0.3112701252236136,0.71362799,0.432337434,0.109452736,96.94077153762268,3.9624574410619493,,3.4802210867354257,4.0629704992095785,4.626984119415283,"Zack Wheeler",10310,554430
2022,"Corbin Burnes","MIL",12,8,0,33,33,202,10.826732673267326,2.272277227722772,1.0247524752475248,0.25910064239828695,0.76791809,0.470225872,0.141104294,96.15615844726562,2.9405940594059405,,3.1371834769107334,2.8515409662434377,4.592079162597656,"Corbin Burnes",19361,669203
